,brand,model,variant,year,price,fuel_type,transmission,km_driven,ownership,body_type,city_id,car_age,price_segment
0,Tata,TIGOR,XT PETROL,2017,330000,Petrol,Manual,98038,1,Sedan,3686,9,Mid-Range
1,Tata,TIAGO NRG,PETROL,2019,432960,Petrol,Manual,28954,1,Hatchback,3686,7,Mid-Range
2,Tata,PUNCH,ADVENTURE MT,2022,575758,Petrol,Manual,13004,1,SUV,3686,4,Mid-Range
3,Tata,NEXON,XZA PLUS PETROL DARK EDITION,2023,845000,Petrol,Automatic,69004,1,SUV,3686,3,Premium
5,Tata,ALTROZ,XT PETROL,2020,499000,Petrol,Manual,28199,1,Hatchback,3686,6,Mid-Range
6,Tata,NEXON,XZA PLUS PETROL DUAL TONE,2019,496000,Petrol,Automatic,84719,3,SUV,3686,7,Mid-Range
7,Tata,Tiago,XZ PETROL,2017,315484,Petrol,Manual,92679,2,Hatchback,3686,9,Mid-Range
8,Tata,Tiago,XE DIESEL,2016,252000,Diesel,Manual,98516,1,Hatchback,3686,10,Budget
9,Tata,ALTROZ,XZ DIESEL,2021,572500,Diesel,Manual,75871,2,Hatchback,3686,5,Mid-Range
10,Tata,NEXON,XZ PLUS DIESEL DUAL TONE,2018,551250,Diesel,Manual,78169,1,SUV,3686,8,Mid-Range
11,Tata,Tiago,XZ PETROL,2019,387818,Petrol,Manual,88689,2,Hatchback,3686,7,Mid-Range
12,Tata,NEXON,XZ PLUS PETROL,2019,551225,Petrol,Manual,35054,3,SUV,3686,7,Mid-Range
13,Tata,Tiago,XT PETROL,2024,490000,Petrol,Manual,57214,1,Hatchback,3686,2,Mid-Range
14,Tata,Safari,XZ PLUS,2021,1140000,Diesel,Manual,120384,1,SUV,3686,5,Premium
15,Tata,NEXON,XZA PLUS (HS) PETROL,2022,800000,Petrol,Automatic,25843,2,SUV,3686,4,Premium
16,Tata,Tiago,XZ PLUS PETROL,2019,444000,Petrol,Manual,27915,1,Hatchback,3686,7,Mid-Range
17,Tata,Zest,XT PETROL,2015,280000,Petrol,Manual,47942,1,Sedan,3686,11,Budget
18,Tata,ALTROZ,XZA PLUS DARK EDTION,2023,712000,Petrol,Automatic,43481,1,Hatchback,3686,3,Premium
19,Tata,NEXON,XZ PLUS PETROL KAZIRANGA,2022,793000,Petrol,Manual,51223,1,SUV,3686,4,Premium
20,Tata,NEXON,XMA PLUS SUNROOF PETROL,2023,799000,Petrol,Automatic,40242,1,SUV,3686,3,Premium
21,Tata,NEXON,XZ PLUS (O) PETROL,2022,715000,Petrol,Manual,70049,2,SUV,3686,4,Premium
22,Tata,NEXON,XZA PLUS PETROL DUAL TONE,2019,688000,Petrol,Automatic,61833,1,SUV,3686,7,Mid-Range
23,Tata,ALTROZ,XM PLUS CNG,2025,764000,CNG,Manual,40018,1,Hatchback,3686,1,Premium
24,Tata,NEXON,XZ PLUS (O) PETROL,2021,744085,Petrol,Manual,72884,2,SUV,3686,5,Premium
25,Tata,PUNCH,ADVENTURE AMT,2025,770000,Petrol,Automatic,13085,1,SUV,3686,1,Premium
26,Tata,PUNCH,ADVENTURE MT,2022,594000,Petrol,Manual,44667,1,SUV,3686,4,Mid-Range
27,Tata,PUNCH,PURE MT,2022,490000,Petrol,Manual,23838,1,SUV,3686,4,Mid-Range
28,Tata,TIGOR,XZA PLUS PETROL,2023,688000,Petrol,Automatic,22069,2,Sedan,3686,3,Mid-Range
29,Tata,Tiago,XT (O) PETROL,2021,494000,Petrol,Manual,109347,2,Hatchback,3686,5,Mid-Range
30,Tata,NEXON,CREATIVE + 1.2 PETROL,2024,970417,Petrol,Manual,8120,1,SUV,3686,2,Premium
32,Tata,NEXON,XZA PLUS LUXURY SUNROOF PETROL,2023,1115000,Petrol,Automatic,38205,1,SUV,3686,3,Premium
33,Tata,Tiago,XZ PETROL,2018,293000,Petrol,Manual,43621,1,Hatchback,3686,8,Budget
34,Tata,NEXON,Creative Plus 1.5 Revotorq 6MT Dark Edition,2024,1094000,Diesel,Manual,19846,1,SUV,3686,2,Premium
35,Tata,NEXON,XM PETROL,2023,700000,Petrol,Manual,41747,1,SUV,3686,3,Mid-Range
36,Tata,Zest,XT PETROL,2015,260000,Petrol,Manual,47562,1,Sedan,3686,11,Budget
37,Tata,Tiago,XE DIESEL,2019,310000,Diesel,Manual,95730,2,Hatchback,3686,7,Mid-Range
38,Tata,Tiago,XZ PETROL,2018,315000,CNG,Manual,70624,1,Hatchback,3686,8,Mid-Range
39,Tata,Indigo ECS,VX CR4,2012,96000,Diesel,Manual,77205,1,Sedan,3686,14,Budget
40,Tata,NEXON,PURE 1.5 DIESEL,2024,891000,Diesel,Manual,22026,1,SUV,3686,2,Premium
41,Tata,Bolt,XE QUADRAJET,2017,182000,Diesel,Manual,191980,1,Hatchback,3686,9,Budget
42,Tata,Indica Vista,LS TDI,2012,67000,Diesel,Manual,184813,2,Hatchback,3686,14,Budget
43,Tata,NEXON,XZ PLUS DIESEL,2020,633000,Diesel,Manual,76817,1,SUV,3686,6,Mid-Range
44,Tata,NEXON,SMART PLUS S 1.2 REVOTRON,2024,806000,Petrol,Manual,22877,1,SUV,3686,2,Premium
45,Tata,Nano,LX,2011,53000,Petrol,Manual,60766,2,Hatchback,3686,15,Budget
46,Tata,TIGOR,XT PETROL,2017,322000,Petrol,Manual,165248,1,Sedan,3686,9,Mid-Range
47,Tata,Harrier,XT PLUS 2.0L KRYOTEC DARK EDITON,2021,1341000,Diesel,Manual,30436,1,SUV,3686,5,Premium
49,Tata,Tiago,XZ PETROL,2017,371000,Petrol,Manual,87724,1,Hatchback,3686,9,Mid-Range
50,Tata,Tiago,XZA PETROL,2018,375000,Petrol,Automatic,67507,2,Hatchback,3686,8,Mid-Range
51,Tata,PUNCH,ADVENTURE MT,2023,590000,Petrol,Manual,66990,1,SUV,3686,3,Mid-Range
52,Tata,Indica EV2,LX,2011,127000,Diesel,Manual,131497,3,Hatchback,3686,15,Budget
53,Tata,NEXON,XM PLUS SUNROOF PETROL,2023,740000,Petrol,Manual,23635,2,SUV,3686,3,Premium
54,Tata,Zest,XE 75PS DIESEL,2018,250000,Diesel,Manual,129490,3,Sedan,3686,8,Budget
55,Tata,NEXON,CREATIVE+ AMT 1.2 PETROL,2023,795000,Petrol,Automatic,46802,1,SUV,3686,3,Premium
56,Tata,NEXON,XM PETROL,2019,538000,Petrol,Manual,66646,1,SUV,3686,7,Mid-Range
57,Tata,Zest,XMS PETROL,2014,160000,Petrol,Manual,105712,1,Sedan,3686,12,Budget
58,Tata,Zest,XM PETROL,2016,220000,Petrol,Manual,109000,1,Sedan,3686,10,Budget
59,Tata,Tiago,XZA PETROL,2017,340000,Petrol,Automatic,51321,2,Hatchback,3686,9,Mid-Range
60,Tata,Tiago,XZ DIESEL,2016,287000,Diesel,Manual,133092,2,Hatchback,3686,10,Budget
61,Tata,NEXON,XMA SUNROOF PETROL,2021,683000,Petrol,Automatic,58484,2,SUV,3686,5,Mid-Range
62,Tata,NEXON EV,MAX XZ PLUS FAST CHARGER,2022,1200000,Electric,Automatic,72430,1,SUV,3686,4,Premium
63,Tata,NEXON,XZ PLUS PETROL,2021,785000,Petrol,Manual,14106,1,SUV,3686,5,Premium
64,Tata,ALTROZ,XZ PETROL,2021,559000,Petrol,Manual,67988,2,Hatchback,3686,5,Mid-Range
66,Tata,Hexa,XM 4X2 7 STR,2018,783999,Diesel,Manual,88323,2,SUV,3686,8,Premium
67,Tata,NEXON,XMA PETROL,2019,650000,Petrol,Automatic,94372,1,SUV,3686,7,Mid-Range
68,Tata,TIAGO NRG,XZ MT,2022,450000,Petrol,Manual,71638,2,Hatchback,3686,4,Mid-Range
69,Tata,Tiago,XZA PETROL,2018,436000,Petrol,Automatic,25238,1,Hatchback,3686,8,Mid-Range
70,Tata,PUNCH,CREATIVE 1.2 MT KAZIRANGA EDITION ,2022,583000,Petrol,Manual,42213,1,SUV,3686,4,Mid-Range
71,Tata,NEXON,XMA PETROL,2019,650000,Petrol,Automatic,64212,2,SUV,3686,7,Mid-Range
72,Tata,NEXON,XZA PLUS PETROL,2021,756000,Petrol,Automatic,49724,1,SUV,3686,5,Premium
73,Tata,Indica Vista,LS QUADRAJET,2015,105000,Diesel,Manual,247056,2,Hatchback,3686,11,Budget
74,Tata,Indigo ECS,LX TDI,2013,130000,Diesel,Manual,244990,1,Sedan,3686,13,Budget
75,Tata,NEXON,XZA PLUS (O) PETROL,2020,741000,Petrol,Automatic,47882,1,SUV,3686,6,Premium
76,Tata,Indica Vista,LS QUADRAJET,2015,122000,Diesel,Manual,172395,2,Hatchback,3686,11,Budget
77,Tata,Tiago,XE PETROL,2018,323000,Petrol,Manual,39300,1,Hatchback,3686,8,Mid-Range
78,Tata,ALTROZ,XZA PLUS DARK EDTION,2023,744000,Petrol,Automatic,16126,1,Hatchback,3686,3,Premium
79,Tata,NEXON,XMA SUNROOF PETROL,2022,760000,Petrol,Automatic,50064,1,SUV,3686,4,Premium
80,Tata,Zest,XE 75PS DIESEL,2018,301000,Diesel,Manual,101526,1,Sedan,3686,8,Mid-Range
81,Tata,NEXON,XZA PLUS PETROL,2018,615000,Petrol,Automatic,59814,2,SUV,3686,8,Mid-Range
82,Tata,NEXON,XM SUNROOF DIESEL,2021,750000,Diesel,Manual,95070,1,SUV,3686,5,Premium
83,Tata,Indica EV2,LS,2016,65000,Diesel,Manual,147591,2,Hatchback,3686,10,Budget
84,Tata,Tiago,XTA PETROL,2023,609000,Petrol,Automatic,6949,1,Hatchback,3686,3,Mid-Range
86,Tata,Indica Vista,LS TDI,2011,103000,Diesel,Manual,78991,2,Hatchback,3686,15,Budget
87,Tata,NEXON,XMA PETROL,2022,850000,Petrol,Automatic,40400,1,SUV,3686,4,Premium
88,Tata,NEXON,XZA PLUS DIESEL,2018,670000,Diesel,Automatic,112098,2,SUV,3686,8,Mid-Range
89,Tata,NEXON,XM PETROL,2023,891000,Petrol,Manual,10844,1,SUV,3686,3,Premium
90,Tata,Indica EV2,LS,2014,110000,Diesel,Manual,87416,3,Hatchback,3686,12,Budget
91,Tata,TIGOR,XZA Plus iCNG ,2024,690000,CNG,Automatic,41095,1,Sedan,3686,2,Mid-Range
92,Tata,Indica V2,LS DIESEL,2016,112000,Diesel,Manual,192700,2,Hatchback,3686,10,Budget
93,Tata,NEXON,XZ PLUS PETROL,2022,789000,Petrol,Manual,24554,1,SUV,3686,4,Premium
94,Tata,Tiago,XZA PETROL,2018,360000,Petrol,Automatic,123872,1,Hatchback,3686,8,Mid-Range
95,Tata,Harrier,XZ 2.0L,2021,1233000,Diesel,Manual,48531,1,SUV,3686,5,Premium
96,Tata,NEXON,XZA PLUS (PREMIUM) PETROL DARK EDITION,2022,819000,Petrol,Automatic,48166,1,SUV,3686,4,Premium
97,Tata,Tiago,XTA PETROL,2025,617000,Petrol,Automatic,14594,1,Hatchback,3686,1,Mid-Range
98,Tata,PUNCH,Creative Plus,2025,854000,Petrol,Manual,293,1,SUV,3686,1,Premium
99,Tata,Tiago,XZ PLUS PETROL,2022,537000,Petrol,Manual,73375,1,Hatchback,3686,4,Mid-Range
100,Tata,Tiago,XZ PLUS PETROL,2022,500000,Petrol,Manual,25782,2,Hatchback,3686,4,Mid-Range
102,Tata,ALTROZ,XT PETROL,2023,663000,Petrol,Manual,19827,1,Hatchback,3686,3,Mid-Range
103,Tata,NEXON,XZA PLUS PETROL,2018,635000,Petrol,Automatic,63092,1,SUV,3686,8,Mid-Range
104,Tata,NEXON,XZA PLUS LUXURY SUNROOF PETROL,2023,1080000,Petrol,Automatic,40964,6,SUV,3686,3,Premium
105,Tata,NEXON,XZ PETROL,2021,695000,Petrol,Manual,47302,2,SUV,3686,5,Mid-Range
106,Tata,NEXON,XZ PLUS PETROL SUNROOF,2022,760000,Petrol,Manual,77413,2,SUV,3686,4,Premium
107,Tata,NEXON,XZ PLUS PETROL,2022,830000,Petrol,Manual,3186,1,SUV,3686,4,Premium
108,Tata,Tiago,XZA PETROL,2019,430000,Petrol,Automatic,91490,1,Hatchback,3686,7,Mid-Range
109,Tata,PUNCH,CREATIVE AMT 1.2 RTN DUAL TONE,2021,650000,Petrol,Automatic,34972,1,SUV,3686,5,Mid-Range
110,Tata,NEXON,XZA PLUS PETROL,2021,700000,Petrol,Automatic,87704,1,SUV,3686,5,Mid-Range
111,Tata,ALTROZ,XZ PLUS DIESEL,2023,736000,Diesel,Manual,57213,1,Hatchback,3686,3,Premium
112,Tata,NEXON,CREATIVE 1.2 REVOTRON 6 AMT DT,2025,1099000,Petrol,Automatic,8221,1,SUV,3686,1,Premium
113,Tata,Tiago,XZ PETROL,2017,316000,Petrol,Manual,92836,2,Hatchback,3686,9,Mid-Range
114,Tata,NEXON,XZ PLUS PETROL,2017,573000,Petrol,Manual,72777,1,SUV,3686,9,Mid-Range
115,Tata,NEXON,XZA PLUS DIESEL,2018,699000,Diesel,Automatic,69300,1,SUV,3686,8,Mid-Range
116,Tata,PUNCH,Creative Plus (S) AMT,2025,879000,Petrol,Automatic,11202,1,SUV,3686,1,Premium
117,Tata,Safari,4X2 VX DICOR,2012,298000,Diesel,Manual,219756,1,SUV,3686,14,Budget
118,Tata,TIAGO NRG,XZ MT,2023,560000,Petrol,Manual,20322,1,Hatchback,3686,3,Mid-Range
119,Tata,ALTROZ,XT PETROL,2020,608000,Petrol,Manual,72603,1,Hatchback,3686,6,Mid-Range
120,Tata,Tiago,XZA PLUS PETROL,2021,525000,Petrol,Automatic,79504,2,Hatchback,3686,5,Mid-Range
121,Tata,NEXON,CREATIVE AMT 1.5 DIESEL,2025,1191000,Diesel,Automatic,29514,1,SUV,3686,1,Premium
122,Tata,NEXON,XZ PLUS DIESEL,2017,525000,Diesel,Manual,182882,1,SUV,3686,9,Mid-Range
123,Tata,Aria,PURE 4X2,2011,277000,Diesel,Manual,150000,2,SUV,3686,15,Budget
128,Tata,NEXON,CREATIVE+ SUNROOF DCA 1.2 PETROL,2024,1230000,Petrol,Automatic,7873,1,SUV,3686,2,Premium
129,Tata,NEXON,CREATIVE+ AMT 1.2 PETROL,2024,1183000,Petrol,Automatic,16056,1,SUV,3686,2,Premium
130,Tata,ALTROZ,XZ PETROL,2022,612000,Petrol,Manual,59865,2,Hatchback,3686,4,Mid-Range
132,Tata,NEXON,XZ PLUS PETROL SUNROOF,2021,774000,Petrol,Manual,52682,1,SUV,3686,5,Premium
133,Tata,ALTROZ,XZ PLUS PETROL DARK EDITION,2022,711000,Petrol,Manual,26222,2,Hatchback,3686,4,Premium
136,Tata,Hexa,XE 4X2 7 STR,2018,674000,Diesel,Manual,182899,2,SUV,3686,8,Mid-Range
137,Tata,NEXON,XZ PLUS (HS) DIESEL,2022,850000,Diesel,Manual,137015,1,SUV,3686,4,Premium
138,Tata,ALTROZ,XZA + SUNROOF,2024,787000,Petrol,Automatic,25762,1,Hatchback,3686,2,Premium
139,Tata,Aria,PLEASURE 4X4,2013,300000,Diesel,Manual,105666,2,SUV,3686,13,Budget
140,Tata,ALTROZ,XZA PLUS,2022,720000,Petrol,Automatic,40433,1,Hatchback,3686,4,Premium
141,Tata,Harrier,XZ 2.0L,2019,899000,Diesel,Manual,139672,2,SUV,3686,7,Premium
142,Tata,Tiago,XTA PETROL,2021,484000,Petrol,Automatic,57841,1,Hatchback,3686,5,Mid-Range
143,Tata,Harrier,XZA PLUS 2.0L DUAL TONE,2020,1210000,Diesel,Automatic,188332,1,SUV,3686,6,Premium
144,Tata,Harrier,XZ 2.0L,2019,968000,Diesel,Manual,111708,1,SUV,3686,7,Premium
145,Tata,NEXON EV,MAX XZ PLUS LUX,2022,875000,Electric,Automatic,17122,1,SUV,3686,4,Premium
146,Tata,Tiago,XZA PLUS PETROL,2021,575000,Petrol,Automatic,35870,1,Hatchback,3686,5,Mid-Range
148,Tata,Tiago,XT (O) PETROL,2021,463000,Petrol,Manual,111625,1,Hatchback,3686,5,Mid-Range
150,Tata,NEXON EV,MAX XZ PLUS,2022,1311000,Electric,Automatic,78625,1,SUV,3686,4,Premium
151,Tata,NEXON EV,MAX XZ PLUS,2022,1226000,Electric,Automatic,91582,1,SUV,3686,4,Premium
152,Tata,TIAGO EV,XZ PLUS TECH LUX LONG RANGE,2025,970000,Electric,Automatic,20090,1,Hatchback,3686,1,Premium
155,Tata,TIGOR EV,XZ PLUS,2023,969000,Electric,Automatic,43862,1,Sedan,3686,3,Premium
156,Tata,Harrier,XZ 2.0L,2019,941000,Diesel,Manual,123885,1,SUV,3686,7,Premium
157,Tata,NEXON EV,XZ PLUS,2022,950000,Electric,Automatic,152000,1,SUV,3686,4,Premium
158,Tata,NEXON EV,XZ PLUS LUX,2021,950000,Electric,Automatic,142511,1,SUV,3686,5,Premium
159,Tata,Tiago,XZ PETROL,2017,350000,Petrol,Manual,42140,1,Hatchback,3686,9,Mid-Range
160,Tata,NEXON,XMA PETROL,2019,715000,Petrol,Automatic,40845,1,SUV,3686,7,Premium
161,Tata,ALTROZ,Accomplished S Petrol 5 MT,2025,856000,Petrol,Manual,4208,1,Hatchback,3686,1,Premium
163,Tata,Nano,TWIST XTA,2015,135000,Petrol,Automatic,46327,3,Hatchback,3686,11,Budget
164,Tata,Indigo ECS,LX TDI,2016,145000,Diesel,Manual,124748,2,Sedan,3686,10,Budget
165,Tata,NEXON,XZA PLUS PETROL DARK EDITION,2021,742658,Petrol,Automatic,27633,1,SUV,3686,5,Premium
166,Tata,Tiago,XZ PETROL,2018,385948,Petrol,Manual,60113,1,Hatchback,3686,8,Mid-Range
167,Tata,NEXON,XE PETROL,2019,499000,Petrol,Manual,30670,1,SUV,3686,7,Mid-Range
168,Tata,Zest,XE PETROL,2015,247500,Petrol,Manual,55191,2,Sedan,3686,11,Budget
169,Tata,NEXON,XM SUNROOF DIESEL,2022,680000,Diesel,Manual,99167,1,SUV,3686,4,Mid-Range
170,Maruti,Alto 800,LXI,2017,221000,Petrol,Manual,77425,1,Hatchback,3686,9,Budget
171,Maruti,Wagon R 1.0,VXI AMT,2017,347418,Petrol,Automatic,58211,2,Hatchback,3686,9,Mid-Range
172,Maruti,Swift,VXI AMT,2019,435000,Petrol,Automatic,100922,1,Hatchback,3686,7,Mid-Range
173,Maruti,New Wagon-R,ZXI 1.2,2019,390481,Petrol,Manual,85776,1,Hatchback,3686,7,Mid-Range
174,Maruti,Swift,VDI AMT,2019,545000,Diesel,Automatic,75971,2,Hatchback,3686,7,Mid-Range
175,Maruti,IGNIS,ZETA 1.2,2019,420375,Petrol,Manual,74491,1,Hatchback,3686,7,Mid-Range
176,Maruti,Alto 800,LXI,2015,209482,Petrol,Manual,52260,2,Hatchback,3686,11,Budget
177,Maruti,Zen Estilo,VXI,2012,160000,Petrol,Manual,64294,1,Hatchback,3686,14,Budget
178,Maruti,Alto K10,VXI,2016,233000,Petrol,Manual,72104,1,Hatchback,3686,10,Budget
179,Maruti,Alto K10,VXI AMT,2016,268874,Petrol,Automatic,43107,1,Hatchback,3686,10,Budget
180,Maruti,Alto 800,LXI,2019,258185,Petrol,Manual,38255,2,Hatchback,3686,7,Budget
181,Maruti,Alto 800,LXI,2015,155000,Petrol,Manual,37684,1,Hatchback,3686,11,Budget
182,Maruti,New Wagon-R,VXI 1.0,2024,524830,Petrol,Manual,11885,1,Hatchback,3686,2,Mid-Range
183,Maruti,Alto K10,VXI,2014,192000,Petrol,Manual,69152,2,Hatchback,3686,12,Budget
184,Maruti,Alto 800,LXI,2013,132000,Petrol,Manual,60434,2,Hatchback,3686,13,Budget
185,Maruti,Swift Dzire,VXI (O),2016,362000,Petrol,Manual,68892,1,Sedan,3686,10,Mid-Range
186,Maruti,IGNIS,ZETA 1.2,2018,332000,Petrol,Manual,98726,2,Hatchback,3686,8,Mid-Range
187,Maruti,Swift,VXI AMT,2019,382000,Petrol,Automatic,112552,1,Hatchback,3686,7,Mid-Range
188,Maruti,Baleno,DELTA PETROL 1.2,2019,455000,Petrol,Manual,55801,1,Hatchback,3686,7,Mid-Range
189,Maruti,Celerio,VXI AMT,2016,301000,Petrol,Automatic,82469,2,Hatchback,3686,10,Mid-Range
190,Maruti,Vitara Brezza,ZDI,2019,674500,Diesel,Manual,82795,1,SUV,3686,7,Mid-Range
191,Maruti,Ertiga,ZXI+ SHVS,2021,984534,Petrol,Manual,21303,2,SUV,3686,5,Premium
192,Maruti,Dzire,VXI AMT,2020,470500,Petrol,Automatic,77670,1,Sedan,3686,6,Mid-Range
193,Maruti,Celerio X,VXI,2018,315000,Petrol,Manual,77215,1,Hatchback,3686,8,Mid-Range
194,Maruti,Celerio,VDI,2016,256500,Diesel,Manual,83692,1,Hatchback,3686,10,Budget
195,Maruti,Swift Dzire,LXI,2013,223785,Petrol,Manual,83282,2,Sedan,3686,13,Budget
196,Maruti,Swift Dzire,VDI,2017,460000,Diesel,Manual,76206,1,Sedan,3686,9,Mid-Range
197,Maruti,Baleno,DELTA PETROL 1.2,2018,397500,Petrol,Manual,89549,1,Hatchback,3686,8,Mid-Range
198,Maruti,Celerio,VXI,2015,229775,Petrol,Manual,79902,1,Hatchback,3686,11,Budget
199,Maruti,Vitara Brezza,VDI (O),2016,571505,Diesel,Manual,97573,1,SUV,3686,10,Mid-Range
200,Maruti,Swift Dzire,VDI,2013,352500,Diesel,Manual,15375,1,Sedan,3686,13,Mid-Range
201,Maruti,Swift,VXI AMT,2019,427500,Petrol,Automatic,72491,1,Hatchback,3686,7,Mid-Range
202,Maruti,Alto K10,VXI,2013,178175,Petrol,Manual,37850,2,Hatchback,3686,13,Budget
203,Maruti,Ritz,LXI,2013,207000,Petrol,Manual,66166,1,Hatchback,3686,13,Budget
204,Maruti,Wagon R Stingray,VXI,2014,268000,Petrol,Manual,31428,1,Hatchback,3686,12,Budget
205,Maruti,Swift,LXI,2020,388425,Petrol,Manual,121832,1,Hatchback,3686,6,Mid-Range
206,Maruti,Baleno,DELTA PETROL 1.2,2020,470500,Petrol,Manual,62862,1,Hatchback,3686,6,Mid-Range
207,Maruti,Baleno,DELTA PETROL 1.2,2017,387000,Petrol,Manual,65605,2,Hatchback,3686,9,Mid-Range
208,Maruti,Ertiga,VXI,2014,449708,Petrol,Manual,64565,1,SUV,3686,12,Mid-Range
209,Maruti,A Star,VXI,2013,148000,Petrol,Manual,93459,2,Hatchback,3686,13,Budget
210,Maruti,Swift Dzire,ZDI,2014,339000,Diesel,Manual,111274,1,Sedan,3686,12,Mid-Range
211,Maruti,Alto K10,VXI,2017,215965,Petrol,Manual,59857,2,Hatchback,3686,9,Budget
212,Maruti,Dzire,VXI,2019,474000,Petrol,Manual,46580,1,Sedan,3686,7,Mid-Range
213,Maruti,BREZZA,ZXI AT SMART HYBRID,2022,853000,Petrol,Automatic,35924,1,SUV,3686,4,Premium
214,Maruti,Vitara Brezza,VDI AMT,2019,598349,Diesel,Automatic,86421,2,SUV,3686,7,Mid-Range
215,Maruti,Baleno,DELTA PETROL 1.2,2021,501901,Petrol,Manual,88189,1,Hatchback,3686,5,Mid-Range
216,Maruti,Baleno,DELTA PETROL 1.2,2020,435000,Petrol,Manual,134813,2,Hatchback,3686,6,Mid-Range
217,Maruti,S Cross,ZETA 1.3,2018,648000,Diesel,Manual,82106,1,SUV,3686,8,Mid-Range
218,Maruti,Celerio,ZXI AMT,2020,397500,Petrol,Automatic,35898,2,Hatchback,3686,6,Mid-Range
219,Maruti,Celerio,VXI,2017,279500,Petrol,Manual,60393,1,Hatchback,3686,9,Budget
220,Maruti,Alto 800,LXI,2016,162215,Petrol,Manual,78326,1,Hatchback,3686,10,Budget
221,Maruti,Swift,ZXI AMT,2020,557000,Petrol,Automatic,39057,1,Hatchback,3686,6,Mid-Range
222,Maruti,Vitara Brezza,ZDI PLUS,2017,621000,Diesel,Manual,82816,2,SUV,3686,9,Mid-Range
223,Maruti,New Wagon-R,VXI 1.2,2019,375315,Petrol,Manual,49036,1,Hatchback,3686,7,Mid-Range
224,Maruti,S PRESSO,VXI+,2020,293000,Petrol,Manual,72005,2,Hatchback,3686,6,Budget
225,Maruti,Dzire,VDI AMT,2019,552500,Diesel,Automatic,45504,1,Sedan,3686,7,Mid-Range
226,Maruti,Alto 800,VXI,2017,188000,Petrol,Manual,100241,1,Hatchback,3686,9,Budget
227,Maruti,Alto 800,LXI O,2017,162500,Petrol,Manual,39657,2,Hatchback,3686,9,Budget
228,Maruti,Swift,ZDI,2016,339000,Diesel,Manual,138155,1,Hatchback,3686,10,Mid-Range
229,Maruti,Ertiga,ZXI AT SHVS,2019,726000,Petrol,Automatic,73966,1,SUV,3686,7,Premium
230,Maruti,Wagon R 1.0,VXI,2015,233000,Petrol,Manual,75885,1,Hatchback,3686,11,Budget
231,Maruti,Alto K10,VXI,2019,242500,Petrol,Manual,61332,1,Hatchback,3686,7,Budget
232,Maruti,XL6,ZETA MT,2021,765474,Petrol,Manual,102876,1,SUV,3686,5,Premium
233,Maruti,New Wagon-R,VXI 1.0,2019,378000,Petrol,Manual,34056,1,Hatchback,3686,7,Mid-Range
234,Maruti,Baleno,ALPHA PETROL 1.2,2018,428500,Petrol,Manual,105276,1,Hatchback,3686,8,Mid-Range
235,Maruti,IGNIS,ZETA 1.2 DUAL TONE,2018,381935,Petrol,Manual,86255,1,Hatchback,3686,8,Mid-Range
236,Maruti,Swift,VXI AMT,2019,442000,Petrol,Automatic,84483,1,Hatchback,3686,7,Mid-Range
237,Maruti,Alto 800,LXI,2015,216000,Petrol,Manual,56457,2,Hatchback,3686,11,Budget
238,Maruti,Ciaz,DELTA 1.4 MT PETROL,2018,444000,Petrol,Manual,79242,1,Sedan,3686,8,Mid-Range
239,Maruti,Wagon R 1.0,VXI OPT,2018,353225,Petrol,Manual,10070,1,Hatchback,3686,8,Mid-Range
240,Maruti,New Wagon-R,ZXI PLUS 1.2 AMT,2022,516000,Petrol,Automatic,31822,1,Hatchback,3686,4,Mid-Range
241,Maruti,Alto K10,VXI,2019,230000,Petrol,Manual,91234,1,Hatchback,3686,7,Budget
242,Maruti,Dzire,VDI AMT,2018,559000,Diesel,Automatic,41581,1,Sedan,3686,8,Mid-Range
243,Maruti,Celerio,VXI CNG,2022,478000,CNG,Manual,31269,1,Hatchback,3686,4,Mid-Range
244,Maruti,Swift Dzire,ZXI,2016,428000,Petrol,Manual,86221,1,Sedan,3686,10,Mid-Range
245,Maruti,Alto K10,VXI,2016,238000,Petrol,Manual,69833,1,Hatchback,3686,10,Budget
246,Maruti,Alto 800,VXI,2018,257000,Petrol,Manual,4119,2,Hatchback,3686,8,Budget
247,Maruti,Swift,ZXI PLUS AMT,2019,470000,Petrol,Automatic,148473,1,Hatchback,3686,7,Mid-Range
248,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2019,539500,Petrol,Manual,67257,1,Sedan,3686,7,Mid-Range
249,Maruti,Ciaz,DELTA 1.4 AT PETROL,2018,531000,Petrol,Automatic,127750,1,Sedan,3686,8,Mid-Range
250,Maruti,IGNIS,SIGMA 1.2,2017,332000,Petrol,Manual,68854,1,Hatchback,3686,9,Mid-Range
251,Maruti,Swift,VDI,2015,374000,Diesel,Manual,92139,2,Hatchback,3686,11,Mid-Range
252,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2022,608000,Petrol,Manual,56658,2,Sedan,3686,4,Mid-Range
253,Maruti,Vitara Brezza,ZDI PLUS AMT,2019,652500,Diesel,Automatic,108414,1,SUV,3686,7,Mid-Range
254,Maruti,Celerio,ZXI AMT,2017,360000,Petrol,Automatic,39401,1,Hatchback,3686,9,Mid-Range
255,Maruti,Baleno,ALPHA CVT PETROL 1.2,2018,412000,Petrol,Automatic,120838,2,Hatchback,3686,8,Mid-Range
256,Maruti,Vitara Brezza,VXI,2022,696000,Petrol,Manual,51828,1,SUV,3686,4,Mid-Range
